ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
oldaramaic-1887_wildcat-1,,oldaramaic,1887_wildcat,šrn,ʃrn,ʃ r n,,,1085,,^ ʃ r n $,default
jewishbabylonianaramaic-4693_cat-1,,jewishbabylonianaramaic,4693_cat,šunnārā,ʃunnaːraː,ʃ u n n aː r aː,,,1085,,^ ʃ u n n aː r aː $,default
syriac-4694_catweaselanimalthateatschickens-1,,syriac,4694_catweaselanimalthateatschickens,šūrnā,ʃuːrnaː,ʃ uː r n aː,,,1085,,^ ʃ uː r n aː $,default
mandaic-4693_cat-1,,mandaic,4693_cat,šunara,ʃunara,ʃ u n a r a,,,1085,,^ ʃ u n a r a $,default
arabic-4693_cat-1,,arabic,4693_cat,"sunnār-, sinnawr-",sunnaːr-,s u n n aː r,,,1085,,^ s u n n aː r - $,default
mehri-4693_cat-1,,mehri,4693_cat,sənnáwrət,sənnáwrət,s ə n n á w r ə t,,,1085,,^ s ə n n á w r ə t $,default
jibbali-4693_cat-1,,jibbali,4693_cat,sínórt,sínórt,s í n ó r t,,,1085,,^ s í n ó r t $,default
harsusi-4693_cat-1,,harsusi,4693_cat,sennōreh,sennoːreh,s e n n oː r e h,,,1085,,^ s e n n oː r e h $,default
pws-4695_towraptofold-1,,pws,4695_towraptofold,*ˁṭp,ʕtˤp,ʕ tˤ p,,,1086,,^ ʕ tˤ p $,default
hebrew-4695_towraptofold-1,,hebrew,4695_towraptofold,ˁṭp,ʕtˤp,ʕ tˤ p,,,1086,,^ ʕ tˤ p $,default
syriac-4696_togivebacktoputontoreturngobacktobeconnected-1,,syriac,4696_togivebacktoputontoreturngobacktobeconnected,ˁṭf,ʕtˤf,ʕ tˤ f,,,1086,,^ ʕ tˤ f $,default
arabic-4695_towraptofold-1,,arabic,4695_towraptofold,ˁṭf,ʕtˤf,ʕ tˤ f,,,1086,,^ ʕ tˤ f $,default
geez-4695_towraptofold-1,,geez,4695_towraptofold,ˁaṭafa,ʕatˤafa,ʕ a tˤ a f a,,,1086,,^ ʕ a tˤ a f a $,default
mehri-4695_towraptofold-1,,mehri,4695_towraptofold,ˀāṭáwf,ʔaːtˤáwf,ʔ aː tˤ á w f,,,1086,,^ ʔ aː tˤ á w f $,default
jibbali-4695_towraptofold-1,,jibbali,4695_towraptofold,ˁɔ́ṭɔ́f,ʕɔ́tˤɔ́f,ʕ ɔ́ tˤ ɔ́ f,,,1086,,^ ʕ ɔ́ tˤ ɔ́ f $,default
ps-1839_kindofbird-6,,ps,1839_kindofbird,*tVrr-,t-rr-,t r r,,,1087,,^ t - r r - $,default
akkadian-1849_abird-4,,akkadian,1849_abird,tarru,tarru,t a r r u,,,1087,,^ t a r r u $,default
ugaritic-2828_turtledove-1,,ugaritic,2828_turtledove,tr,tr,t r,,,1087,,^ t r $,default
hebrew-2828_turtledove-1,,hebrew,2828_turtledove,tōr,toːr,t oː r,,,1087,,^ t oː r $,default
samaritan-2828_turtledove-1,,samaritan,2828_turtledove,tr,tr,t r,,,1087,,^ t r $,default
syriac-2829_swallow-2,,syriac,2829_swallow,trr,trr,t r r,,,1087,,^ t r r $,default
ps-2711_headofsmallcattle-2,,ps,2711_headofsmallcattle,*ṯVl-,θ-l-,θ l,,,1088,,^ θ - l - $,default
akkadian-4697_youngmalesheep-1,,akkadian,4697_youngmalesheep,aslu,aslu,a s l u,,,1088,,^ a s l u $,default
arabic-4698_flockofsheeporgoats-1,,arabic,4698_flockofsheeporgoats,"ṯallat-, ṯilal-, ṯilāl-",θallat-,θ a l l a t,,,1088,,^ θ a l l a t - $,default
tigre-4699_aspeciesofgoat-1,,tigre,4699_aspeciesofgoat,səle,səle,s ə l e,,,1088,,^ s ə l e $,default
mehri-4700_weaklygoat-1,,mehri,4700_weaklygoat,ṯal,θal,θ a l,,,1088,,^ θ a l $,default
harsusi-4700_weaklygoat-1,,harsusi,4700_weaklygoat,ṯel,θel,θ e l,,,1088,,^ θ e l $,default
pws-2665_youngbull-1,,pws,2665_youngbull,*yapan-,japan-,j a p a n,,,1089,,^ j a p a n - $,default
ugaritic-4701_cowyearlingcalf-1,,ugaritic,4701_cowyearlingcalf,ypt,jpt,j p t,,,1089,,^ j p t $,default
arabic-4702_fouryearoldbull-1,,arabic,4702_fouryearoldbull,yafan-,jafan-,j a f a n,,,1089,,^ j a f a n - $,default
geez-4703_youngbullock-1,,geez,4703_youngbullock,tayfan,tajfan,t a j f a n,,,1089,,^ t a j f a n $,default
tigrinya-4704_bullcalfuntamedox-1,,tigrinya,4704_bullcalfuntamedox,"täfin, täfen, tefən",tæfin,t æ f i n,,,1089,,^ t æ f i n $,default
tigrinya-4705_heiferyoungbullock-1,,tigrinya,4705_heiferyoungbullock,wäyfän,wæjfæn,w æ j f æ n,,,1089,,^ w æ j f æ n $,default
amharic-4706_youngbullockcalfof23years-1,,amharic,4706_youngbullockcalfof23years,wäyfän,wæjfæn,w æ j f æ n,,,1089,,^ w æ j f æ n $,default
selti-4707_youngbullsteer-1,,selti,4707_youngbullsteer,mōfän,moːfæn,m oː f æ n,,,1089,,^ m oː f æ n $,default
wolane-4707_youngbullsteer-1,,wolane,4707_youngbullsteer,mofän,mofæn,m o f æ n,,,1089,,^ m o f æ n $,default
chaha-4707_youngbullsteer-1,,chaha,4707_youngbullsteer,wäfer,wæfer,w æ f e r,,,1089,,^ w æ f e r $,default
ezha-4707_youngbullsteer-1,,ezha,4707_youngbullsteer,wäfer,wæfer,w æ f e r,,,1089,,^ w æ f e r $,default
endegen-4707_youngbullsteer-1,,endegen,4707_youngbullsteer,wä͂fīr,wæ͂fiːr,w æ͂ f iː r,,,1089,,^ w æ͂ f iː r $,default
ennemor-4707_youngbullsteer-1,,ennemor,4707_youngbullsteer,wä͂fīr,wæ͂fiːr,w æ͂ f iː r,,,1089,,^ w æ͂ f iː r $,default
ennemor-4707_youngbullsteer-2,,ennemor,4707_youngbullsteer,wämfīr,wæmfiːr,w æ m f iː r,,,1089,,^ w æ m f iː r $,default
muher-4707_youngbullsteer-1,,muher,4707_youngbullsteer,wäfen,wæfen,w æ f e n,,,1089,,^ w æ f e n $,default
masqan-4707_youngbullsteer-1,,masqan,4707_youngbullsteer,wäfen,wæfen,w æ f e n,,,1089,,^ w æ f e n $,default
gogot-4707_youngbullsteer-1,,gogot,4707_youngbullsteer,wäfen,wæfen,w æ f e n,,,1089,,^ w æ f e n $,default
soddo-4707_youngbullsteer-1,,soddo,4707_youngbullsteer,"mofän, mofen",mofæn,m o f æ n,,,1089,,^ m o f æ n $,default
pws-4708_backhindpart-1,,pws,4708_backhindpart,*dVb(V)r-,d-br-,d b r,,,1090,,^ d - b r - $,default
mandaic-4709_backtail-1,,mandaic,4709_backtail,dibra,dibra,d i b r a,,,1090,,^ d i b r a $,default
arabic-4710_backsideposteriorsbuttocksrumppodexanus-1,,arabic,4710_backsideposteriorsbuttocksrumppodexanus,"dubr-, dubur-",dubr-,d u b r,,,1090,,^ d u b r - $,default
arabic-4711_locationorquarterthatisbehindathing-1,,arabic,4711_locationorquarterthatisbehindathing,dabr-,dabr-,d a b r,,,1090,,^ d a b r - $,default
amharic-3174_backbone-1,,amharic,3174_backbone,ǯəbär,gəbær,g ə b æ r,,,1090,,^ g ə b æ r $,default
pws-285_fat-2,,pws,285_fat,"*duhn-, *daha/in-",duhn-,d u h n,,,1091,,^ d u h n - $,default
hebrew-4712_fatteningsubstanceurinsoakeddung-1,,hebrew,4712_fatteningsubstanceurinsoakeddung,dāhōn,daːhoːn,d aː h oː n,,,1091,,^ d aː h oː n $,default
palmyrean-285_fat-1,,palmyrean,285_fat,dhn,dhn,d h n,,,1091,,^ d h n $,default
jewishbabylonianaramaic-890_tobecomefat-1,,jewishbabylonianaramaic,890_tobecomefat,dhn,dhn,d h n,,,1091,,^ d h n $,default
jewishbabylonianaramaic-285_fat-1,,jewishbabylonianaramaic,285_fat,dahănā,dahănaː,d a h ă n aː,,,1091,,^ d a h ă n aː $,default
syriac-4713_fatness-1,,syriac,4713_fatness,dūhānā,duːhaːnaː,d uː h aː n aː,,,1091,,^ d uː h aː n aː $,default
mandaic-4714_togrowfatbefat-1,,mandaic,4714_togrowfatbefat,dhn,dhn,d h n,,,1091,,^ d h n $,default
mandaic-4715_prosperity-1,,mandaic,4715_prosperity,duhna,duhna,d u h n a,,,1091,,^ d u h n a $,default
hertevin-4716_tierfettanimalfat-1,,hertevin,4716_tierfettanimalfat,dohna,dohna,d o h n a,,,1091,,^ d o h n a $,default
arabic-4717_oilgrease-1,,arabic,4717_oilgrease,duhn-,duhn-,d u h n,,,1091,,^ d u h n - $,default
arabic-4718_oilygreasy-1,,arabic,4718_oilygreasy,dahin-,dahin-,d a h i n,,,1091,,^ d a h i n - $,default
tigre-4719_togivebutterasapresentorasatribute-1,,tigre,4719_togivebutterasapresentorasatribute,dähanä,dæhanæ,d æ h a n æ,,,1091,,^ d æ h a n æ $,default
tigre-4720_butterasapresentoratribute-1,,tigre,4720_butterasapresentoratribute,mädhanät,mædhanæt,m æ d h a n æ t,,,1091,,^ m æ d h a n æ t $,default
pws-4721_topoftheheadbrains-1,,pws,4721_topoftheheadbrains,*dVmāγ-,d-maːɣ-,d m aː ɣ,,,1092,,^ d - m aː ɣ - $,default
arabic-3438_brain-2,,arabic,3438_brain,dimāγ-,dimaːɣ-,d i m aː ɣ,,,1092,,^ d i m aː ɣ - $,default
geez-4722_headcrownoftheheadskullsummit-1,,geez,4722_headcrownoftheheadskullsummit,"dəmāḥ, dəmāḫ, dəmāh",dəmaːħ,d ə m aː ħ,,,1092,,^ d ə m aː ħ $,default
tigre-4723_crownoftheheadskullroof-1,,tigre,4723_crownoftheheadskullroof,dəmḳat,dəmqˤat,d ə m qˤ a t,,,1092,,^ d ə m qˤ a t $,default
amharic-4724_topofthehead-1,,amharic,4724_topofthehead,dəmah,dəmah,d ə m a h,,,1092,,^ d ə m a h $,default
argobba-146_head-1,,argobba,146_head,"dəmah, dəmaḥ",dəmah,d ə m a h,,,1092,,^ d ə m a h $,default
selti-146_head-1,,selti,146_head,dum,dum,d u m,,,1092,,^ d u m $,default
wolane-4725_headhairofhead-1,,wolane,4725_headhairofhead,dumi,dumi,d u m i,,,1092,,^ d u m i $,default
gafat-146_head-1,,gafat,146_head,"dəmʷä, dəmo, dəmuwä, dämoa",dəmʷæ,d ə mʷ æ,,,1092,,^ d ə mʷ æ $,default
ps-4726_viscerainnerorganintestine-1,,ps,4726_viscerainnerorganintestine,*dan(V)n-,dann-,d a n n,,,1093,,^ d a n n - $,default
akkadian-4727_apartoftheliver-1,,akkadian,4727_apartoftheliver,danānu,danaːnu,d a n aː n u,,,1093,,^ d a n aː n u $,default
amharic-4728_largeintestincolon-1,,amharic,4728_largeintestincolon,dändanne,dændanne,d æ n d a n n e,,,1093,,^ d æ n d a n n e $,default
chaha-481_abdomenbellystomach-1,,chaha,481_abdomenbellystomach,dän,dæn,d æ n,,,1093,,^ d æ n $,default
ezha-481_abdomenbellystomach-1,,ezha,481_abdomenbellystomach,dänn,dænn,d æ n n,,,1093,,^ d æ n n $,default
gyeto-481_abdomenbellystomach-1,,gyeto,481_abdomenbellystomach,dän,dæn,d æ n,,,1093,,^ d æ n $,default
muher-481_abdomenbellystomach-1,,muher,481_abdomenbellystomach,dänn,dænn,d æ n n,,,1093,,^ d æ n n $,default
masqan-481_abdomenbellystomach-1,,masqan,481_abdomenbellystomach,dänn,dænn,d æ n n,,,1093,,^ d æ n n $,default
gogot-481_abdomenbellystomach-1,,gogot,481_abdomenbellystomach,dänn,dænn,d æ n n,,,1093,,^ d æ n n $,default
pws-4729_breastudder-1,,pws,4729_breastudder,*da/ir(r)-at-,da,d a,,,1094,,^ d a $,default
arabic-4730_pismamelledugudder-1,,arabic,4730_pismamelledugudder,dirrat-,dirrat-,d i r r a t,,,1094,,^ d i r r a t - $,default
tigrinya-712_chest-1,,tigrinya,712_chest,därät,dæræt,d æ r æ t,,,1094,,^ d æ r æ t $,default
amharic-1121_chestbreast-1,,amharic,1121_chestbreast,därät,dæræt,d æ r æ t,,,1094,,^ d æ r æ t $,default
argobba-712_chest-1,,argobba,712_chest,därät,dæræt,d æ r æ t,,,1094,,^ d æ r æ t $,default
muher-712_chest-2,,muher,712_chest,därät,dæræt,d æ r æ t,,,1094,,^ d æ r æ t $,default
masqan-712_chest-1,,masqan,712_chest,därät,dæræt,d æ r æ t,,,1094,,^ d æ r æ t $,default
gogot-712_chest-1,,gogot,712_chest,därät,dæræt,d æ r æ t,,,1094,,^ d æ r æ t $,default
soddo-712_chest-1,,soddo,712_chest,därät,dæræt,d æ r æ t,,,1094,,^ d æ r æ t $,default
jibbali-4731_togetalotofmilkatonemilking-1,,jibbali,4731_togetalotofmilkatonemilking,edrer,edrer,e d r e r,,,1094,,^ e d r e r $,default
ps-4732_partorboneofthelegofanimal-1,,ps,4732_partorboneofthelegofanimal,*gVd-at-,g-d-at-,g d a t,,,1095,,^ g - d - a t - $,default
akkadian-4733_partofthelowerlegofaquadruped-1,,akkadian,4733_partofthelowerlegofaquadruped,gudgudātu,gudgudaːtu,g u d g u d aː t u,,,1095,,^ g u d g u d aː t u $,default
geez-4734_thighboneshinbonetibialeglargeboneofthelegshoulderofanimal-1,,geez,4734_thighboneshinbonetibialeglargeboneofthelegshoulderofanimal,ˀagadā,ʔagadaː,ʔ a g a d aː,,,1095,,^ ʔ a g a d aː $,default
tigre-4735_apieceofmeatseveredfromtheboneshoulderblade-1,,tigre,4735_apieceofmeatseveredfromtheboneshoulderblade,gədet,gədet,g ə d e t,,,1095,,^ g ə d e t $,default
amharic-4736_stalkofsugarcanesorgummaizeetcstemofaplantlegofamanhindlegofacow-1,,amharic,4736_stalkofsugarcanesorgummaizeetcstemofaplantlegofamanhindlegofacow,agäda,agæda,a g æ d a,,,1095,,^ a g æ d a $,default
chaha-4737_armabovetheelbowshouldershoulderblade-1,,chaha,4737_armabovetheelbowshouldershoulderblade,agat,agat,a g a t,,,1095,,^ a g a t $,default
ezha-4737_armabovetheelbowshouldershoulderblade-1,,ezha,4737_armabovetheelbowshouldershoulderblade,agat,agat,a g a t,,,1095,,^ a g a t $,default
endegen-4737_armabovetheelbowshouldershoulderblade-1,,endegen,4737_armabovetheelbowshouldershoulderblade,agad,agad,a g a d,,,1095,,^ a g a d $,default
ennemor-4737_armabovetheelbowshouldershoulderblade-1,,ennemor,4737_armabovetheelbowshouldershoulderblade,agad,agad,a g a d,,,1095,,^ a g a d $,default
gyeto-4737_armabovetheelbowshouldershoulderblade-1,,gyeto,4737_armabovetheelbowshouldershoulderblade,agat,agat,a g a t,,,1095,,^ a g a t $,default
muher-4737_armabovetheelbowshouldershoulderblade-1,,muher,4737_armabovetheelbowshouldershoulderblade,agat,agat,a g a t,,,1095,,^ a g a t $,default
masqan-4737_armabovetheelbowshouldershoulderblade-1,,masqan,4737_armabovetheelbowshouldershoulderblade,agat,agat,a g a t,,,1095,,^ a g a t $,default
gogot-4737_armabovetheelbowshouldershoulderblade-1,,gogot,4737_armabovetheelbowshouldershoulderblade,agat,agat,a g a t,,,1095,,^ a g a t $,default
soddo-4737_armabovetheelbowshouldershoulderblade-1,,soddo,4737_armabovetheelbowshouldershoulderblade,agat,agat,a g a t,,,1095,,^ a g a t $,default
pcs-4738_visceraheart-1,,pcs,4738_visceraheart,*gVnVn-,g-n-n-,g n n,,,1096,,^ g - n - n - $,default
akkadian-4739_partofthebodyofananimal-1,,akkadian,4739_partofthebodyofananimal,gannu,gannu,g a n n u,,,1096,,^ g a n n u $,default
ugaritic-4740_interiorcorazoninsidesheart-1,,ugaritic,4740_interiorcorazoninsidesheart,"gngn, ggn",gngn,g n g n,,,1096,,^ g n g n $,default
arabic-4741_interieuredetoutechosecoeurchezlespotesinnerpartofanythingheartinpoetry-1,,arabic,4741_interieuredetoutechosecoeurchezlespotesinnerpartofanythingheartinpoetry,ǯinn-,ginn-,g i n n,,,1096,,^ g i n n - $,default
arabic-4742_heartsoulspirit-1,,arabic,4742_heartsoulspirit,ǯanān-,ganaːn-,g a n aː n,,,1096,,^ g a n aː n - $,default
arabic-4743_embryofoetus-1,,arabic,4743_embryofoetus,ǯanīn-,ganiːn-,g a n iː n,,,1096,,^ g a n iː n - $,default
pws-4744_areaincludingcheekboneandeyesocket-1,,pws,4744_areaincludingcheekboneandeyesocket,"*gu/in-, *ˀ/wVgn-",gu,g u,,,1097,,^ g u $,default
syriac-4745_corner-1,,syriac,4745_corner,gūnītā,guːniːtaː,g uː n iː t aː,,,1097,,^ g uː n iː t aː $,default
arabic-4746_elevatedpartofthecheek-1,,arabic,4746_elevatedpartofthecheek,waǯnat-,wagnat-,w a g n a t,,,1097,,^ w a g n a t - $,default
arabic-4746_elevatedpartofthecheek-2,,arabic,4746_elevatedpartofthecheek,"ˀaǯnat-, ˀiǯnat-, ˀuǯnat-",ʔagnat-,ʔ a g n a t,,,1097,,^ ʔ a g n a t - $,default
endegen-4747_hollowinthenapeoftheneck-1,,endegen,4747_hollowinthenapeoftheneck,gˀin,gʔin,g ʔ i n,,,1097,,^ g ʔ i n $,default
ennemor-4747_hollowinthenapeoftheneck-1,,ennemor,4747_hollowinthenapeoftheneck,gˀin,gʔin,g ʔ i n,,,1097,,^ g ʔ i n $,default
gyeto-4747_hollowinthenapeoftheneck-1,,gyeto,4747_hollowinthenapeoftheneck,gˀin,gʔin,g ʔ i n,,,1097,,^ g ʔ i n $,default
muher-4747_hollowinthenapeoftheneck-1,,muher,4747_hollowinthenapeoftheneck,gˀən,gʔən,g ʔ ə n,,,1097,,^ g ʔ ə n $,default
masqan-4747_hollowinthenapeoftheneck-1,,masqan,4747_hollowinthenapeoftheneck,gˀin,gʔin,g ʔ i n,,,1097,,^ g ʔ i n $,default
gogot-4747_hollowinthenapeoftheneck-1,,gogot,4747_hollowinthenapeoftheneck,gˀin,gʔin,g ʔ i n,,,1097,,^ g ʔ i n $,default
soddo-4747_hollowinthenapeoftheneck-1,,soddo,4747_hollowinthenapeoftheneck,gin,gin,g i n,,,1097,,^ g i n $,default
mehri-4748_cheekbone-1,,mehri,4748_cheekbone,wəgnēt,wəgneːt,w ə g n eː t,,,1097,,^ w ə g n eː t $,default
jibbali-4749_tohaveprominentcheekbones-1,,jibbali,4749_tohaveprominentcheekbones,ōgən,oːgən,oː g ə n,,,1097,,^ oː g ə n $,default
jibbali-4748_cheekbone-1,,jibbali,4748_cheekbone,έgənt,ɛgənt,ɛ g ə n t,,,1097,,^ ɛ g ə n t $,default
harsusi-3487_cheek-1,,harsusi,3487_cheek,wegnēt,wegneːt,w e g n eː t,,,1097,,^ w e g n eː t $,default
pws-4750_chestwithupperarmwing-1,,pws,4750_chestwithupperarmwing,*ganaḥ-,ganaħ-,g a n a ħ,,,1098,,^ g a n a ħ - $,default
arabic-4751_armwing-1,,arabic,4751_armwing,ǯanāḥ-,ganaːħ-,g a n aː ħ,,,1098,,^ g a n aː ħ - $,default
arabic-4752_ribsofthebreast-1,,arabic,4752_ribsofthebreast,ǯāniḥat-,gaːniħat-,g aː n i ħ a t,,,1098,,^ g aː n i ħ a t - $,default
soqotri-4753_middleofthechest-1,,soqotri,4753_middleofthechest,ganḥ,ganħ,g a n ħ,,,1098,,^ g a n ħ $,default
ps-1939_wing-2,,ps,1939_wing,"*gapp-, *ˀa-gapp-",gapp-,g a p p,,,1099,,^ g a p p - $,default
akkadian-1939_wing-1,,akkadian,1939_wing,gappu,gappu,g a p p u,,,1099,,^ g a p p u $,default
hebrew-4754_thelongportionofthewingarmsshoulders-1,,hebrew,4754_thelongportionofthewingarmsshoulders,gap,gap,g a p,,,1099,,^ g a p $,default
demoticaramaic-1939_wing-1,,demoticaramaic,1939_wing,gp,gp,g p,,,1099,,^ g p $,default
jewishbabylonianaramaic-4755_wingwingedanimal-1,,jewishbabylonianaramaic,4755_wingwingedanimal,gappā,gappaː,g a p p aː,,,1099,,^ g a p p aː $,default
syriac-4756_wingarmfinellfathom-1,,syriac,4756_wingarmfinellfathom,geppā,geppaː,g e p p aː,,,1099,,^ g e p p aː $,default
mandaic-1939_wing-1,,mandaic,1939_wing,gapa,gapa,g a p a,,,1099,,^ g a p a $,default
arabic-4757_agiterlesailesseditdunoiseauquicouvetowavewingssaidofabroodingbird-1,,arabic,4757_agiterlesailesseditdunoiseauquicouvetowavewingssaidofabroodingbird,ǯff,gff,g f f,,,1099,,^ g f f $,default
arabic-4758_sagiterherissersesplumesetleverlesailescommefaitunoiseauquicouvesesoeufsalapprochedunennemitoflutterbristleitsfeathersandliftitswingslikeabirdthatincubatesitseggswhenanenemyapproaches-1,,arabic,4758_sagiterherissersesplumesetleverlesailescommefaitunoiseauquicouvesesoeufsalapprochedunennemitoflutterbristleitsfeathersandliftitswingslikeabirdthatincubatesitseggswhenanenemyapproaches,ǯfǯf,gfgf,g f g f,,,1099,,^ g f g f $,default
tigre-4759_longtrainofdress-1,,tigre,4759_longtrainofdress,gəfa,gəfa,g ə f a,,,1099,,^ g ə f a $,default
pws-4760_backrearbuttocks-1,,pws,4760_backrearbuttocks,*gar(r)-,gar-,g a r,,,1100,,^ g a r - $,default
arabic-4761_anuspudendumofawoman-1,,arabic,4761_anuspudendumofawoman,ǯār-,gaːr-,g aː r,,,1100,,^ g aː r - $,default
tigre-282_back-1,,tigre,282_back,gərra,gərra,g ə r r a,,,1100,,^ g ə r r a $,default
chaha-3190_buttocksanus-1,,chaha,3190_buttocksanus,gära,gæra,g æ r a,,,1100,,^ g æ r a $,default
ezha-3190_buttocksanus-1,,ezha,3190_buttocksanus,gära,gæra,g æ r a,,,1100,,^ g æ r a $,default
muher-3190_buttocksanus-2,,muher,3190_buttocksanus,gära,gæra,g æ r a,,,1100,,^ g æ r a $,default
pws-4762_chestandabdominalcavitiesofbodycorpse-1,,pws,4762_chestandabdominalcavitiesofbodycorpse,*gawp-,gawp-,g a w p,,,1101,,^ g a w p - $,default
hebrew-2945_corpse-2,,hebrew,2945_corpse,gūpā,guːpaː,g uː p aː,,,1101,,^ g uː p aː $,default
hatran-2944_corpsedeadbody-1,,hatran,2944_corpsedeadbody,gwp,gwp,g w p,,,1101,,^ g w p $,default
jewishpalestinianaramaic-292_body-3,,jewishpalestinianaramaic,292_body,gwp,gwp,g w p,,,1101,,^ g w p $,default
jewishbabylonianaramaic-4763_toprostituteoneself-1,,jewishbabylonianaramaic,4763_toprostituteoneself,gwp,gwp,g w p,,,1101,,^ g w p $,default
jewishbabylonianaramaic-4764_bodyselftheprevioussubject-1,,jewishbabylonianaramaic,4764_bodyselftheprevioussubject,gūpā,guːpaː,g uː p aː,,,1101,,^ g uː p aː $,default
arabic-4765_hollowvoidspaceinteriorofahousebelly-1,,arabic,4765_hollowvoidspaceinteriorofahousebelly,ǯawf-,gawf-,g a w f,,,1101,,^ g a w f - $,default
tigre-4766_bodyinteriorheartsoul-1,,tigre,4766_bodyinteriorheartsoul,gof,gof,g o f,,,1101,,^ g o f $,default
mehri-712_chest-1,,mehri,712_chest,gawf,gawf,g a w f,,,1101,,^ g a w f $,default
jibbali-4767_corpsecarcass-1,,jibbali,4767_corpsecarcass,mgɔffɔ́t,mgɔffɔ́t,m g ɔ f f ɔ́ t,,,1101,,^ m g ɔ f f ɔ́ t $,default
harsusi-712_chest-1,,harsusi,712_chest,gawf,gawf,g a w f,,,1101,,^ g a w f $,default
ps-4768_tobegiddyhavepaininthehead-1,,ps,4768_tobegiddyhavepaininthehead,*dwm,dwm,d w m,,,1103,,^ d w m $,default
akkadian-4769_tobegiddystagger-1,,akkadian,4769_tobegiddystagger,dâmu,dâmu,d â m u,,,1103,,^ d â m u $,default
arabic-4770_vertigogiddinessinthehead-1,,arabic,4770_vertigogiddinessinthehead,duwām-,duwaːm-,d u w aː m,,,1103,,^ d u w aː m - $,default
jibbali-4771_nottosleepbecauseofophtalmiapains-1,,jibbali,4771_nottosleepbecauseofophtalmiapains,edmím,edmím,e d m í m,,,1103,,^ e d m í m $,default
ps-4772_tobuyouttoransomtoredeem-1,,ps,4772_tobuyouttoransomtoredeem,*pdy,pdj,p d j,,,1104,,^ p d j $,default
akkadian-4773_tosparetorelease-1,,akkadian,4773_tosparetorelease,padû,padû,p a d û,,,1104,,^ p a d û $,default
ugaritic-4774_toransomtoredeem-1,,ugaritic,4774_toransomtoredeem,pdy,pdj,p d j,,,1104,,^ p d j $,default
hebrew-4772_tobuyouttoransomtoredeem-1,,hebrew,4772_tobuyouttoransomtoredeem,pdy,pdj,p d j,,,1104,,^ p d j $,default
officialaramaic-4774_toransomtoredeem-1,,officialaramaic,4774_toransomtoredeem,pdy,pdj,p d j,,,1104,,^ p d j $,default
jewishpalestinianaramaic-4772_tobuyouttoransomtoredeem-1,,jewishpalestinianaramaic,4772_tobuyouttoransomtoredeem,pdy,pdj,p d j,,,1104,,^ p d j $,default
arabic-4775_tobuyouttoransomtoredeem-1,,arabic,4775_tobuyouttoransomtoredeem,fdy,fdj,f d j,,,1104,,^ f d j $,default
sabaic-4776_topayredeemadebtacquirelandbypurchase-1,,sabaic,4776_topayredeemadebtacquirelandbypurchase,fdy,fdj,f d j,,,1104,,^ f d j $,default
minaean-4777_paymentduneredevancepaymentofafee-1,,minaean,4777_paymentduneredevancepaymentofafee,fdyt,fdjt,f d j t,,,1104,,^ f d j t $,default
geez-4778_payingrewardingcompensating-1,,geez,4778_payingrewardingcompensating,fdy,fdj,f d j,,,1104,,^ f d j $,default
tigre-4779_topaytorepaytorequite-1,,tigre,4779_topaytorepaytorequite,fäda,fæda,f æ d a,,,1104,,^ f æ d a $,default
tigrinya-4780_toavengetoindemnifyaninjuredpersontopayoffadebt-1,,tigrinya,4780_toavengetoindemnifyaninjuredpersontopayoffadebt,fädäyä,fædæjæ,f æ d æ j æ,,,1104,,^ f æ d æ j æ $,default
amharic-4781_toexterminatetowipeouttofinishoff-1,,amharic,4781_toexterminatetowipeouttofinishoff,fäǯǯä,fæggæ,f æ g g æ,,,1104,,^ f æ g g æ $,default
harari-4782_toexterminatetowearout-1,,harari,4782_toexterminatetowearout,fäǯa,fæga,f æ g a,,,1104,,^ f æ g a $,default
harari-4783_wages-1,,harari,4783_wages,fiǯa,figa,f i g a,,,1104,,^ f i g a $,default
selti-4784_toaccomplishtobringtoanend-1,,selti,4784_toaccomplishtobringtoanend,fäǯe,fæge,f æ g e,,,1104,,^ f æ g e $,default
wolane-4784_toaccomplishtobringtoanend-1,,wolane,4784_toaccomplishtobringtoanend,fäǯe,fæge,f æ g e,,,1104,,^ f æ g e $,default
chaha-4784_toaccomplishtobringtoanend-1,,chaha,4784_toaccomplishtobringtoanend,fäǯä,fægæ,f æ g æ,,,1104,,^ f æ g æ $,default
ezha-4784_toaccomplishtobringtoanend-1,,ezha,4784_toaccomplishtobringtoanend,fäǯǯä,fæggæ,f æ g g æ,,,1104,,^ f æ g g æ $,default
muher-4784_toaccomplishtobringtoanend-1,,muher,4784_toaccomplishtobringtoanend,fäǯǯä,fæggæ,f æ g g æ,,,1104,,^ f æ g g æ $,default
masqan-4784_toaccomplishtobringtoanend-1,,masqan,4784_toaccomplishtobringtoanend,fäǯǯä,fæggæ,f æ g g æ,,,1104,,^ f æ g g æ $,default
gogot-4784_toaccomplishtobringtoanend-1,,gogot,4784_toaccomplishtobringtoanend,fäǯǯä,fæggæ,f æ g g æ,,,1104,,^ f æ g g æ $,default
soddo-4784_toaccomplishtobringtoanend-1,,soddo,4784_toaccomplishtobringtoanend,fäǯǯä,fæggæ,f æ g g æ,,,1104,,^ f æ g g æ $,default
